"성별(1)","응답자특성별(1)",응답자특성별(2),1998,1998,1998,2001,2001,2001,2005,2005,2005,2007,2007,2007,2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018
"성별(1)","응답자특성별(1)",응답자특성별(2),응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차
"여자","연령대별1",19-29세,975,5.1,0.8,911,4.4,0.9,753,6.0,1.1,198,7.6,2.3,526,12.7,2.1,564,11.1,1.5,464,7.4,1.6,390,10.4,2.1,384,13.6,2.2,389,9.1,1.7,355,8.9,2.1,347,6.9,1.6,391,7.2,1.3,380,9.7,1.8,403,10.9,1.9
"여자","연령대별1",30-39세,1122,4.5,0.7,1053,3.6,0.7,930,4.4,0.8,388,4.4,1.2,815,7.1,1.0,828,7.9,1.1,727,7.6,1.2,654,8.9,1.3,571,9.0,1.6,552,6.9,1.4,526,7.0,1.2,445,6.7,1.5,621,7.6,1.4,499,6.8,1.3,493,8.3,1.7
"여자","연령대별1",40-49세,916,4.4,0.8,961,3.7,0.8,1006,5.7,0.9,317,4.5,1.7,749,5.7,0.9,851,5.5,1.0,630,6.6,1.2,604,4.1,1.0,557,5.5,1.2,594,6.2,1.1,536,5.0,1.0,554,4.9,1.1,624,5.6,1.0,626,5.7,1.2,652,8.7,1.3
"여자","연령대별1",50-59세,722,7.2,1.3,595,4.0,1.0,650,6.7,1.2,299,4.6,1.4,643,3.4,0.8,704,4.1,0.8,693,5.2,1.5,676,5.0,1.1,633,7.9,1.4,598,3.7,0.9,595,2.5,0.7,646,5.4,1.1,641,7.1,1.3,663,3.3,0.8,687,5.0,1.0
"여자","연령대별1",60-69세,590,12.0,1.5,497,6.2,1.2,525,3.5,0.9,272,4.6,1.6,637,4.7,1.1,665,4.5,1.0,553,2.9,0.7,563,3.8,1.0,572,1.6,0.6,469,4.0,1.1,514,2.5,0.7,532,2.8,0.8,557,4.0,1.2,620,2.8,0.7,601,3.6,1.0
"여자","연령대별1",70세이상,388,14.5,2.1,375,18.0,2.0,428,9.3,1.4,265,6.6,1.5,589,8.7,1.7,624,6.8,1.3,485,5.0,1.3,579,5.1,1.2,565,3.2,0.9,482,3.1,0.8,512,3.8,1.2,529,3.7,1.1,589,3.4,1.1,610,1.9,0.6,634,1.1,0.4
"여자","연령대별1",19-64세,4080,5.5,0.5,3793,4.0,0.5,3623,5.5,0.5,1319,5.0,0.9,3029,7.2,0.7,3272,7.1,0.6,2791,6.5,0.7,2622,6.8,0.6,2453,8.4,0.8,2387,6.1,0.6,2282,5.5,0.7,2279,5.7,0.6,2570,6.7,0.6,2496,5.9,0.6,2560,7.8,0.7
"여자","연령대별1",65세이상,633,14.8,1.7,599,13.6,1.5,669,7.3,1.1,420,7.0,1.5,930,7.4,1.3,964,5.9,0.9,761,4.3,1.0,844,4.5,0.9,829,2.6,0.7,697,4.1,0.9,756,3.4,0.9,774,3.1,0.8,853,3.1,0.8,902,1.9,0.5,910,1.3,0.4
"여자","거주지역별",동,3031,6.0,0.6,3486,4.9,0.5,3443,5.9,0.5,1249,5.4,0.9,2919,7.8,0.7,3162,7.2,0.6,2781,6.3,0.7,2779,6.5,0.6,2640,8.0,0.8,2505,5.8,0.6,2475,5.1,0.6,2485,5.7,0.6,2766,5.5,0.6,2781,5.5,0.6,2852,6.1,0.6
"여자","거주지역별",읍면,1682,8.6,0.9,906,7.0,1.0,849,5.0,0.9,490,5.1,1.6,1040,5.0,1.0,1074,5.3,0.7,771,5.6,1.4,687,6.5,1.5,642,4.9,1.4,579,5.4,1.2,563,5.5,1.3,568,3.2,0.9,657,9.0,1.8,617,3.1,1.0,618,9.1,2.0
